epoch;accuracy;loss;val_accuracy;val_loss
0;0.93619055;0.3832834963328563;0.95409155;0.24280127297554696
1;0.95160615;0.20676746412825125;0.9535274;0.15819356005106652
2;0.951687;0.056521897132580094;0.9544465;0.14264143577643804
3;0.9521164;0.04827098580650412;0.95322317;0.17633135031376565
4;0.95209545;0.046990435248097547;0.95265925;0.16127361463648932
5;0.95177245;0.04521021024825481;0.95369726;0.2050946413406304
6;0.9518885;0.04366261633829428;0.95613027;0.1852434708603791
7;0.951863;0.04307433561636852;0.9542155;0.17850203865340777
8;0.9553623;0.04215150845881838;0.9473341;0.2001775481871196
